sample2	sample	distance	sample_name	platform	library	DNA_isolation_kit	rep	sample_name.2	platform.2	library.2	DNA_isolation_kit.2	rep.2
Illumina_V1_V2_I2	Illumina_V3_V4_I4	0.77338622106428	I4	Illumina MiSeq	Zymo V3-V4	I	4	I2	Illumina MiSeq	Zymo V1-V2	I	2
Illumina_V1_V2_I2	ONT_V1_V9_I3	0.639241026121877	I3	ONT MinIon	ONT V1-V9	I	3	I2	Illumina MiSeq	Zymo V1-V2	I	2
Illumina_V1_V2_I2	Illumina_V3_V4_MN2	0.782841886799044	MN2	Illumina MiSeq	Zymo V3-V4	MN	2	I2	Illumina MiSeq	Zymo V1-V2	I	2
Illumina_V1_V2_I2	Illumina_V1_V3_I4	0.556209675501496	I4	Illumina MiSeq	PerkinElmer V1-V3	I	4	I2	Illumina MiSeq	Zymo V1-V2	I	2
Illumina_V1_V2_I2	Illumina_V1_V2_MN2	0.114418240131024	MN2	Illumina MiSeq	Zymo V1-V2	MN	2	I2	Illumina MiSeq	Zymo V1-V2	I	2
Illumina_V1_V2_I2	Illumina_V3_V4_Z3	0.751976542227818	Z3	Illumina MiSeq	Zymo V3-V4	Z	3	I2	Illumina MiSeq	Zymo V1-V2	I	2
Illumina_V1_V2_I2	ONT_V1_V9_Z1	0.641766297882773	Z1	ONT MinIon	ONT V1-V9	Z	1	I2	Illumina MiSeq	Zymo V1-V2	I	2
Illumina_V1_V2_I3	Illumina_WGS_I3	0.696558324506372	I3	Illumina MiSeq	Illumina WGS	I	3	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	ONT_V1_V9_Z4	0.632425743441957	Z4	ONT MinIon	ONT V1-V9	Z	4	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	ONT_V1_V9_I3	0.65381122390119	I3	ONT MinIon	ONT V1-V9	I	3	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	ONT_V1_V9_Z2	0.646904615102424	Z2	ONT MinIon	ONT V1-V9	Z	2	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	PacBio_V1_V9_Z4	0.602137569056997	Z4	PacBio Sequel IIe	PacBio V1-V9	Z	4	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	ONT_V1_V9_Z3	0.655060163042575	Z3	ONT MinIon	ONT V1-V9	Z	3	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_WGS_Z3	0.691712433976407	Z3	Illumina MiSeq	Illumina WGS	Z	3	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V3_V4_MN3	0.75592543729056	MN3	Illumina MiSeq	Zymo V3-V4	MN	3	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V3_V4_MN4	0.756899720547571	MN4	Illumina MiSeq	Zymo V3-V4	MN	4	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	ONT_V1_V9_Z1	0.660527647760788	Z1	ONT MinIon	ONT V1-V9	Z	1	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V3_I4	0.556282498549088	I4	Illumina MiSeq	PerkinElmer V1-V3	I	4	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V3_Q2	0.739839545010947	Q2	Illumina MiSeq	PerkinElmer V1-V3	Q	2	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V3_V4_MN1	0.754252001185087	MN1	Illumina MiSeq	Zymo V3-V4	MN	1	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V3_V4_I4	0.751189779456466	I4	Illumina MiSeq	Zymo V3-V4	I	4	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V3_I1	0.443057601203997	I1	Illumina MiSeq	PerkinElmer V1-V3	I	1	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V3_MN4	0.574206426359736	MN4	Illumina MiSeq	PerkinElmer V1-V3	MN	4	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V2_MN4	0.0987487142612438	MN4	Illumina MiSeq	Zymo V1-V2	MN	4	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V3_V4_I3	0.770507028353664	I3	Illumina MiSeq	Zymo V3-V4	I	3	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_WGS_I4	0.670976955915775	I4	Illumina MiSeq	Illumina WGS	I	4	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	PacBio_V1_V9_I1	0.675527235856686	I1	PacBio Sequel IIe	PacBio V1-V9	I	1	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	PacBio_V1_V9_Z2	0.608901499746872	Z2	PacBio Sequel IIe	PacBio V1-V9	Z	2	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	PacBio_V1_V9_Z1	0.715308061148836	Z1	PacBio Sequel IIe	PacBio V1-V9	Z	1	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V3_V4_I2	0.757672249848995	I2	Illumina MiSeq	Zymo V3-V4	I	2	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	PacBio_V1_V9_MN2	0.615324834473478	MN2	PacBio Sequel IIe	PacBio V1-V9	MN	2	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V2_I1	0.052712324762726	I1	Illumina MiSeq	Zymo V1-V2	I	1	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_WGS_Z4	0.684493669543343	Z4	Illumina MiSeq	Illumina WGS	Z	4	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	PacBio_V1_V9_I3	0.66024594000501	I3	PacBio Sequel IIe	PacBio V1-V9	I	3	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	ONT_V1_V9_MN2	0.659654134157367	MN2	ONT MinIon	ONT V1-V9	MN	2	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V3_Z3	0.668808117381112	Z3	Illumina MiSeq	PerkinElmer V1-V3	Z	3	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V3_Z2	0.454460296744996	Z2	Illumina MiSeq	PerkinElmer V1-V3	Z	2	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V2_Z2	0.38563089268172	Z2	Illumina MiSeq	Zymo V1-V2	Z	2	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V2_MN1	0.082257832148859	MN1	Illumina MiSeq	Zymo V1-V2	MN	1	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	ONT_V1_V9_MN4	0.656505076824651	MN4	ONT MinIon	ONT V1-V9	MN	4	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V2_I2	0.0993701696507112	I2	Illumina MiSeq	Zymo V1-V2	I	2	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V2_I3	0	I3	Illumina MiSeq	Zymo V1-V2	I	3	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_WGS_MN1	0.690732739292108	MN1	Illumina MiSeq	Illumina WGS	MN	1	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	PacBio_V1_V9_MN1	0.6708543799356	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	ONT_V1_V9_I2	0.675091639853825	I2	ONT MinIon	ONT V1-V9	I	2	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V3_V4_Z3	0.766497828231356	Z3	Illumina MiSeq	Zymo V3-V4	Z	3	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V3_V4_Z4	0.730489876888481	Z4	Illumina MiSeq	Zymo V3-V4	Z	4	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V2_MN3	0.0586280786093104	MN3	Illumina MiSeq	Zymo V1-V2	MN	3	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V2_MN2	0.113226873126486	MN2	Illumina MiSeq	Zymo V1-V2	MN	2	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	ONT_V1_V9_I1	0.692640491959518	I1	ONT MinIon	ONT V1-V9	I	1	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_WGS_Q3	0.87097636896706	Q3	Illumina MiSeq	Illumina WGS	Q	3	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V3_V4_MN2	0.762212202207576	MN2	Illumina MiSeq	Zymo V3-V4	MN	2	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V2_Z4	0.329070415151476	Z4	Illumina MiSeq	Zymo V1-V2	Z	4	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V3_MN2	0.427969619259084	MN2	Illumina MiSeq	PerkinElmer V1-V3	MN	2	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V2_I4	0.0854326632672882	I4	Illumina MiSeq	Zymo V1-V2	I	4	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	ONT_V1_V9_MN1	0.690820053566473	MN1	ONT MinIon	ONT V1-V9	MN	1	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V3_Q3	0.825420025988002	Q3	Illumina MiSeq	PerkinElmer V1-V3	Q	3	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V3_MN1	0.469163036924605	MN1	Illumina MiSeq	PerkinElmer V1-V3	MN	1	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_WGS_I2	0.673153047845289	I2	Illumina MiSeq	Illumina WGS	I	2	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_WGS_MN3	0.67002719938544	MN3	Illumina MiSeq	Illumina WGS	MN	3	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	PacBio_V1_V9_Z3	0.694101682161524	Z3	PacBio Sequel IIe	PacBio V1-V9	Z	3	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V3_I3	0.507748431347621	I3	Illumina MiSeq	PerkinElmer V1-V3	I	3	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V3_V4_Z1	0.769715699703842	Z1	Illumina MiSeq	Zymo V3-V4	Z	1	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_WGS_MN2	0.668634845069866	MN2	Illumina MiSeq	Illumina WGS	MN	2	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_WGS_Q1	0.841425569073334	Q1	Illumina MiSeq	Illumina WGS	Q	1	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V3_I2	0.479932052633764	I2	Illumina MiSeq	PerkinElmer V1-V3	I	2	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V3_MN3	0.492061591804202	MN3	Illumina MiSeq	PerkinElmer V1-V3	MN	3	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_WGS_Z1	0.685277195277697	Z1	Illumina MiSeq	Illumina WGS	Z	1	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V3_V4_Z2	0.756467905319317	Z2	Illumina MiSeq	Zymo V3-V4	Z	2	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_WGS_I1	0.673017502242961	I1	Illumina MiSeq	Illumina WGS	I	1	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V2_Z1	0.339558293597693	Z1	Illumina MiSeq	Zymo V1-V2	Z	1	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V3_Z4	0.76744266638523	Z4	Illumina MiSeq	PerkinElmer V1-V3	Z	4	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V3_Q1	0.786915341545073	Q1	Illumina MiSeq	PerkinElmer V1-V3	Q	1	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_WGS_Z2	0.69917819989114	Z2	Illumina MiSeq	Illumina WGS	Z	2	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	PacBio_V1_V9_MN4	0.647438650440604	MN4	PacBio Sequel IIe	PacBio V1-V9	MN	4	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	ONT_V1_V9_MN3	0.660530825283091	MN3	ONT MinIon	ONT V1-V9	MN	3	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V3_Z1	0.462375477732498	Z1	Illumina MiSeq	PerkinElmer V1-V3	Z	1	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	ONT_V1_V9_I4	0.657967203743303	I4	ONT MinIon	ONT V1-V9	I	4	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	PacBio_V1_V9_I4	0.661576830414039	I4	PacBio Sequel IIe	PacBio V1-V9	I	4	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_WGS_MN4	0.677674173106258	MN4	Illumina MiSeq	Illumina WGS	MN	4	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_WGS_Q4	0.84401996441821	Q4	Illumina MiSeq	Illumina WGS	Q	4	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V1_V2_Z3	0.370232804129757	Z3	Illumina MiSeq	Zymo V1-V2	Z	3	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	PacBio_V1_V9_I2	0.638590237495943	I2	PacBio Sequel IIe	PacBio V1-V9	I	2	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_V3_V4_I1	0.745681071551141	I1	Illumina MiSeq	Zymo V3-V4	I	1	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	Illumina_WGS_Q2	0.883319430958839	Q2	Illumina MiSeq	Illumina WGS	Q	2	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I3	PacBio_V1_V9_MN3	0.635008499649615	MN3	PacBio Sequel IIe	PacBio V1-V9	MN	3	I3	Illumina MiSeq	Zymo V1-V2	I	3
Illumina_V1_V2_I4	Illumina_V3_V4_Z3	0.774011404529019	Z3	Illumina MiSeq	Zymo V3-V4	Z	3	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V3_V4_Z2	0.764196192072822	Z2	Illumina MiSeq	Zymo V3-V4	Z	2	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	PacBio_V1_V9_Z1	0.734448309469152	Z1	PacBio Sequel IIe	PacBio V1-V9	Z	1	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V2_Z3	0.410309354614136	Z3	Illumina MiSeq	Zymo V1-V2	Z	3	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_WGS_Z4	0.707759466203884	Z4	Illumina MiSeq	Illumina WGS	Z	4	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V3_V4_I1	0.774150913329337	I1	Illumina MiSeq	Zymo V3-V4	I	1	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V3_Z1	0.502556146269434	Z1	Illumina MiSeq	PerkinElmer V1-V3	Z	1	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_WGS_I3	0.72807240450756	I3	Illumina MiSeq	Illumina WGS	I	3	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V2_I1	0.0543149571054325	I1	Illumina MiSeq	Zymo V1-V2	I	1	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V3_I1	0.44859633239017	I1	Illumina MiSeq	PerkinElmer V1-V3	I	1	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	PacBio_V1_V9_I1	0.666933686285451	I1	PacBio Sequel IIe	PacBio V1-V9	I	1	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_WGS_Z2	0.715284238309817	Z2	Illumina MiSeq	Illumina WGS	Z	2	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V2_MN1	0.0912616597250036	MN1	Illumina MiSeq	Zymo V1-V2	MN	1	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V3_I2	0.4740733289395	I2	Illumina MiSeq	PerkinElmer V1-V3	I	2	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_WGS_Q1	0.856279962305984	Q1	Illumina MiSeq	Illumina WGS	Q	1	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V3_V4_Z1	0.77737175591196	Z1	Illumina MiSeq	Zymo V3-V4	Z	1	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V3_I4	0.561585136361921	I4	Illumina MiSeq	PerkinElmer V1-V3	I	4	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V2_Z4	0.338163527914557	Z4	Illumina MiSeq	Zymo V1-V2	Z	4	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	ONT_V1_V9_MN1	0.673426830883508	MN1	ONT MinIon	ONT V1-V9	MN	1	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V2_I4	0	I4	Illumina MiSeq	Zymo V1-V2	I	4	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V3_Z2	0.481861223451119	Z2	Illumina MiSeq	PerkinElmer V1-V3	Z	2	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V3_MN3	0.468145672305681	MN3	Illumina MiSeq	PerkinElmer V1-V3	MN	3	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V3_MN1	0.504059924411367	MN1	Illumina MiSeq	PerkinElmer V1-V3	MN	1	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_WGS_Z3	0.707598839974537	Z3	Illumina MiSeq	Illumina WGS	Z	3	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_WGS_Z1	0.712576382702554	Z1	Illumina MiSeq	Illumina WGS	Z	1	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V3_V4_MN2	0.789540116904612	MN2	Illumina MiSeq	Zymo V3-V4	MN	2	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	PacBio_V1_V9_Z3	0.717467822767957	Z3	PacBio Sequel IIe	PacBio V1-V9	Z	3	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V2_Z1	0.37195186170996	Z1	Illumina MiSeq	Zymo V1-V2	Z	1	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V2_MN2	0.122931013748007	MN2	Illumina MiSeq	Zymo V1-V2	MN	2	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V3_Z4	0.761040675498132	Z4	Illumina MiSeq	PerkinElmer V1-V3	Z	4	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V3_Q2	0.748387043441959	Q2	Illumina MiSeq	PerkinElmer V1-V3	Q	2	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	ONT_V1_V9_Z4	0.611957677591518	Z4	ONT MinIon	ONT V1-V9	Z	4	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	ONT_V1_V9_MN2	0.636120989693758	MN2	ONT MinIon	ONT V1-V9	MN	2	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V3_MN4	0.57653664196385	MN4	Illumina MiSeq	PerkinElmer V1-V3	MN	4	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	PacBio_V1_V9_MN2	0.617168475135794	MN2	PacBio Sequel IIe	PacBio V1-V9	MN	2	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	ONT_V1_V9_Z2	0.620185463983592	Z2	ONT MinIon	ONT V1-V9	Z	2	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V3_Q3	0.827745004191743	Q3	Illumina MiSeq	PerkinElmer V1-V3	Q	3	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V3_Z3	0.673927854741929	Z3	Illumina MiSeq	PerkinElmer V1-V3	Z	3	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V2_MN4	0.100819387335563	MN4	Illumina MiSeq	Zymo V1-V2	MN	4	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V3_V4_I2	0.785215949621794	I2	Illumina MiSeq	Zymo V3-V4	I	2	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_WGS_MN1	0.71147375835458	MN1	Illumina MiSeq	Illumina WGS	MN	1	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_WGS_I4	0.700042830781629	I4	Illumina MiSeq	Illumina WGS	I	4	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_WGS_I2	0.703693228805138	I2	Illumina MiSeq	Illumina WGS	I	2	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V3_V4_I4	0.778787782467045	I4	Illumina MiSeq	Zymo V3-V4	I	4	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V3_Q1	0.795612772959672	Q1	Illumina MiSeq	PerkinElmer V1-V3	Q	1	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	ONT_V1_V9_MN3	0.639635743958251	MN3	ONT MinIon	ONT V1-V9	MN	3	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V3_V4_Z4	0.739339108410507	Z4	Illumina MiSeq	Zymo V3-V4	Z	4	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V2_MN3	0.0925697970517182	MN3	Illumina MiSeq	Zymo V1-V2	MN	3	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	ONT_V1_V9_MN4	0.641946196516865	MN4	ONT MinIon	ONT V1-V9	MN	4	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_WGS_Q3	0.886300029385229	Q3	Illumina MiSeq	Illumina WGS	Q	3	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	ONT_V1_V9_Z3	0.675984689103107	Z3	ONT MinIon	ONT V1-V9	Z	3	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V3_V4_MN1	0.781743152635576	MN1	Illumina MiSeq	Zymo V3-V4	MN	1	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V2_Z2	0.422433462320775	Z2	Illumina MiSeq	Zymo V1-V2	Z	2	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_V1_V2_I3	0.0854326632672882	I3	Illumina MiSeq	Zymo V1-V2	I	3	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	PacBio_V1_V9_I2	0.628486936708601	I2	PacBio Sequel IIe	PacBio V1-V9	I	2	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	PacBio_V1_V9_MN4	0.642419363900871	MN4	PacBio Sequel IIe	PacBio V1-V9	MN	4	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	PacBio_V1_V9_Z2	0.631921084371491	Z2	PacBio Sequel IIe	PacBio V1-V9	Z	2	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_WGS_MN4	0.710504233847758	MN4	Illumina MiSeq	Illumina WGS	MN	4	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	ONT_V1_V9_I2	0.657935294908274	I2	ONT MinIon	ONT V1-V9	I	2	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	PacBio_V1_V9_MN1	0.665988053462168	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	PacBio_V1_V9_I3	0.655374493441938	I3	PacBio Sequel IIe	PacBio V1-V9	I	3	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	ONT_V1_V9_I3	0.63983793565885	I3	ONT MinIon	ONT V1-V9	I	3	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	ONT_V1_V9_I4	0.643341592765365	I4	ONT MinIon	ONT V1-V9	I	4	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	ONT_V1_V9_Z1	0.679079606988681	Z1	ONT MinIon	ONT V1-V9	Z	1	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_WGS_Q2	0.898115403895584	Q2	Illumina MiSeq	Illumina WGS	Q	2	I4	Illumina MiSeq	Zymo V1-V2	I	4
Illumina_V1_V2_I4	Illumina_WGS_MN3	0.700678012341934	MN3	Illumina MiSeq	Illumina WGS	MN	3	I4	Illumina MiSeq	Zymo V1-V2	I	4
