sample2	sample	distance	sample_name	platform	library	DNA_isolation_kit	rep	sample_name.2	platform.2	library.2	DNA_isolation_kit.2	rep.2
Illumina_V3_V4_MN2	ONT_V1_V9_I4	0.654203162946126	I4	ONT MinIon	ONT V1-V9	I	4	MN2	Illumina MiSeq	Zymo V3-V4	MN	2
Illumina_V3_V4_MN2	PacBio_V1_V9_I1	0.846558093889508	I1	PacBio Sequel IIe	PacBio V1-V9	I	1	MN2	Illumina MiSeq	Zymo V3-V4	MN	2
Illumina_V3_V4_MN2	Illumina_V1_V2_Z3	0.742785203000628	Z3	Illumina MiSeq	Zymo V1-V2	Z	3	MN2	Illumina MiSeq	Zymo V3-V4	MN	2
Illumina_V3_V4_MN2	Illumina_V1_V3_Q2	0.579869170510462	Q2	Illumina MiSeq	PerkinElmer V1-V3	Q	2	MN2	Illumina MiSeq	Zymo V3-V4	MN	2
Illumina_V3_V4_MN2	ONT_V1_V9_MN4	0.687313844010538	MN4	ONT MinIon	ONT V1-V9	MN	4	MN2	Illumina MiSeq	Zymo V3-V4	MN	2
Illumina_V3_V4_MN2	Illumina_V3_V4_MN1	0.148725357211954	MN1	Illumina MiSeq	Zymo V3-V4	MN	1	MN2	Illumina MiSeq	Zymo V3-V4	MN	2
Illumina_V3_V4_MN2	Illumina_V1_V3_MN3	0.759585450867159	MN3	Illumina MiSeq	PerkinElmer V1-V3	MN	3	MN2	Illumina MiSeq	Zymo V3-V4	MN	2
Illumina_V3_V4_MN2	Illumina_WGS_Q2	0.756637199267727	Q2	Illumina MiSeq	Illumina WGS	Q	2	MN2	Illumina MiSeq	Zymo V3-V4	MN	2
Illumina_V3_V4_MN2	PacBio_V1_V9_MN4	0.817873900127856	MN4	PacBio Sequel IIe	PacBio V1-V9	MN	4	MN2	Illumina MiSeq	Zymo V3-V4	MN	2
Illumina_V3_V4_MN2	Illumina_V1_V3_Z4	0.85482031200374	Z4	Illumina MiSeq	PerkinElmer V1-V3	Z	4	MN2	Illumina MiSeq	Zymo V3-V4	MN	2
Illumina_V3_V4_MN2	PacBio_V1_V9_I2	0.822021820330346	I2	PacBio Sequel IIe	PacBio V1-V9	I	2	MN2	Illumina MiSeq	Zymo V3-V4	MN	2
Illumina_V3_V4_MN2	Illumina_V1_V2_MN1	0.756968104365274	MN1	Illumina MiSeq	Zymo V1-V2	MN	1	MN2	Illumina MiSeq	Zymo V3-V4	MN	2
Illumina_V3_V4_MN2	Illumina_WGS_Z3	0.641544692312361	Z3	Illumina MiSeq	Illumina WGS	Z	3	MN2	Illumina MiSeq	Zymo V3-V4	MN	2
Illumina_V3_V4_MN2	Illumina_V1_V3_I1	0.784601650500155	I1	Illumina MiSeq	PerkinElmer V1-V3	I	1	MN2	Illumina MiSeq	Zymo V3-V4	MN	2
Illumina_V3_V4_MN2	ONT_V1_V9_Z4	0.803440745478384	Z4	ONT MinIon	ONT V1-V9	Z	4	MN2	Illumina MiSeq	Zymo V3-V4	MN	2
Illumina_V3_V4_MN2	Illumina_WGS_I2	0.42901620559859	I2	Illumina MiSeq	Illumina WGS	I	2	MN2	Illumina MiSeq	Zymo V3-V4	MN	2
Illumina_V3_V4_MN3	PacBio_V1_V9_I1	0.844529284475034	I1	PacBio Sequel IIe	PacBio V1-V9	I	1	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_WGS_Z3	0.658900672495548	Z3	Illumina MiSeq	Illumina WGS	Z	3	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	ONT_V1_V9_Z3	0.766543229274691	Z3	ONT MinIon	ONT V1-V9	Z	3	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_WGS_MN3	0.417969905511279	MN3	Illumina MiSeq	Illumina WGS	MN	3	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V3_Z4	0.860456337283391	Z4	Illumina MiSeq	PerkinElmer V1-V3	Z	4	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V2_I4	0.783308301310209	I4	Illumina MiSeq	Zymo V1-V2	I	4	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_WGS_I2	0.414486905711999	I2	Illumina MiSeq	Illumina WGS	I	2	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	ONT_V1_V9_I2	0.679375065608701	I2	ONT MinIon	ONT V1-V9	I	2	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	PacBio_V1_V9_I3	0.826062079912518	I3	PacBio Sequel IIe	PacBio V1-V9	I	3	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V3_V4_MN3	0	MN3	Illumina MiSeq	Zymo V3-V4	MN	3	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V3_MN2	0.746123421210915	MN2	Illumina MiSeq	PerkinElmer V1-V3	MN	2	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_WGS_Q1	0.749900470940935	Q1	Illumina MiSeq	Illumina WGS	Q	1	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V3_V4_Z2	0.347714326646503	Z2	Illumina MiSeq	Zymo V3-V4	Z	2	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V3_V4_Z1	0.332022628872104	Z1	Illumina MiSeq	Zymo V3-V4	Z	1	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V2_I2	0.776549943840844	I2	Illumina MiSeq	Zymo V1-V2	I	2	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	ONT_V1_V9_Z4	0.80670244540547	Z4	ONT MinIon	ONT V1-V9	Z	4	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	PacBio_V1_V9_MN3	0.798435827964882	MN3	PacBio Sequel IIe	PacBio V1-V9	MN	3	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V3_Z1	0.682544986852942	Z1	Illumina MiSeq	PerkinElmer V1-V3	Z	1	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V3_V4_MN4	0.0685159146375327	MN4	Illumina MiSeq	Zymo V3-V4	MN	4	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	PacBio_V1_V9_Z2	0.751815652943088	Z2	PacBio Sequel IIe	PacBio V1-V9	Z	2	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V2_MN2	0.743140874502272	MN2	Illumina MiSeq	Zymo V1-V2	MN	2	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V2_Z3	0.733972557891689	Z3	Illumina MiSeq	Zymo V1-V2	Z	3	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V3_Z2	0.782111477578082	Z2	Illumina MiSeq	PerkinElmer V1-V3	Z	2	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_WGS_Z1	0.658601765678512	Z1	Illumina MiSeq	Illumina WGS	Z	1	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_WGS_MN4	0.478722071633477	MN4	Illumina MiSeq	Illumina WGS	MN	4	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V3_Q1	0.704566361928999	Q1	Illumina MiSeq	PerkinElmer V1-V3	Q	1	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V3_I1	0.775524148180912	I1	Illumina MiSeq	PerkinElmer V1-V3	I	1	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V3_Z3	0.617997552715311	Z3	Illumina MiSeq	PerkinElmer V1-V3	Z	3	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	PacBio_V1_V9_MN4	0.808639940101538	MN4	PacBio Sequel IIe	PacBio V1-V9	MN	4	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V3_Q2	0.611050996276567	Q2	Illumina MiSeq	PerkinElmer V1-V3	Q	2	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V3_V4_MN1	0.121877541485127	MN1	Illumina MiSeq	Zymo V3-V4	MN	1	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V2_Z4	0.768054116987264	Z4	Illumina MiSeq	Zymo V1-V2	Z	4	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	ONT_V1_V9_Z1	0.690646457146825	Z1	ONT MinIon	ONT V1-V9	Z	1	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_WGS_MN1	0.509252894274435	MN1	Illumina MiSeq	Illumina WGS	MN	1	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V3_V4_Z4	0.276491990043441	Z4	Illumina MiSeq	Zymo V3-V4	Z	4	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V2_I3	0.75592543729056	I3	Illumina MiSeq	Zymo V1-V2	I	3	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	PacBio_V1_V9_Z1	0.758169183411235	Z1	PacBio Sequel IIe	PacBio V1-V9	Z	1	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V2_Z1	0.704974604018959	Z1	Illumina MiSeq	Zymo V1-V2	Z	1	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	PacBio_V1_V9_MN1	0.837070405369528	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V2_MN1	0.749438377659263	MN1	Illumina MiSeq	Zymo V1-V2	MN	1	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	ONT_V1_V9_MN2	0.652408214870359	MN2	ONT MinIon	ONT V1-V9	MN	2	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	ONT_V1_V9_I1	0.657029383216798	I1	ONT MinIon	ONT V1-V9	I	1	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_WGS_MN2	0.40844195921531	MN2	Illumina MiSeq	Illumina WGS	MN	2	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	ONT_V1_V9_Z2	0.821543656478994	Z2	ONT MinIon	ONT V1-V9	Z	2	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V3_V4_I1	0.0937303383650588	I1	Illumina MiSeq	Zymo V3-V4	I	1	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V3_V4_MN2	0.0339182613232263	MN2	Illumina MiSeq	Zymo V3-V4	MN	2	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V3_I3	0.699054041074359	I3	Illumina MiSeq	PerkinElmer V1-V3	I	3	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V3_MN1	0.752075573962799	MN1	Illumina MiSeq	PerkinElmer V1-V3	MN	1	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V3_V4_I2	0.0384520557997241	I2	Illumina MiSeq	Zymo V3-V4	I	2	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	ONT_V1_V9_I3	0.664994235809667	I3	ONT MinIon	ONT V1-V9	I	3	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V3_Q3	0.619314182708833	Q3	Illumina MiSeq	PerkinElmer V1-V3	Q	3	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	PacBio_V1_V9_I2	0.821086826344075	I2	PacBio Sequel IIe	PacBio V1-V9	I	2	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_WGS_Q2	0.787159830034249	Q2	Illumina MiSeq	Illumina WGS	Q	2	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_WGS_I4	0.403173100950309	I4	Illumina MiSeq	Illumina WGS	I	4	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	ONT_V1_V9_I4	0.651866502382481	I4	ONT MinIon	ONT V1-V9	I	4	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	PacBio_V1_V9_Z3	0.7493261247515	Z3	PacBio Sequel IIe	PacBio V1-V9	Z	3	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V3_MN3	0.759174793243578	MN3	Illumina MiSeq	PerkinElmer V1-V3	MN	3	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	ONT_V1_V9_MN1	0.72106930725447	MN1	ONT MinIon	ONT V1-V9	MN	1	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_WGS_Q4	0.762862530483563	Q4	Illumina MiSeq	Illumina WGS	Q	4	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_WGS_I3	0.411790790331774	I3	Illumina MiSeq	Illumina WGS	I	3	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_WGS_I1	0.407101170287101	I1	Illumina MiSeq	Illumina WGS	I	1	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V3_I4	0.756881325352857	I4	Illumina MiSeq	PerkinElmer V1-V3	I	4	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	PacBio_V1_V9_I4	0.83077855597806	I4	PacBio Sequel IIe	PacBio V1-V9	I	4	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V3_V4_Z3	0.34281739274487	Z3	Illumina MiSeq	Zymo V3-V4	Z	3	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	ONT_V1_V9_MN4	0.685619108144641	MN4	ONT MinIon	ONT V1-V9	MN	4	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_WGS_Q3	0.776560569562504	Q3	Illumina MiSeq	Illumina WGS	Q	3	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V2_MN3	0.745176559210896	MN3	Illumina MiSeq	Zymo V1-V2	MN	3	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	PacBio_V1_V9_Z4	0.753549817640159	Z4	PacBio Sequel IIe	PacBio V1-V9	Z	4	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V3_V4_I4	0.066591605680087	I4	Illumina MiSeq	Zymo V3-V4	I	4	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	PacBio_V1_V9_MN2	0.780132014660164	MN2	PacBio Sequel IIe	PacBio V1-V9	MN	2	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V3_MN4	0.743147761488928	MN4	Illumina MiSeq	PerkinElmer V1-V3	MN	4	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_WGS_Z4	0.707092237934624	Z4	Illumina MiSeq	Illumina WGS	Z	4	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V3_V4_I3	0.0443665584909004	I3	Illumina MiSeq	Zymo V3-V4	I	3	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_WGS_Z2	0.681371818374898	Z2	Illumina MiSeq	Illumina WGS	Z	2	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V2_I1	0.764436130467598	I1	Illumina MiSeq	Zymo V1-V2	I	1	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V2_MN4	0.762932645400863	MN4	Illumina MiSeq	Zymo V1-V2	MN	4	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	ONT_V1_V9_MN3	0.653590023351394	MN3	ONT MinIon	ONT V1-V9	MN	3	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V3_I2	0.780981359007722	I2	Illumina MiSeq	PerkinElmer V1-V3	I	2	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN3	Illumina_V1_V2_Z2	0.762867620496341	Z2	Illumina MiSeq	Zymo V1-V2	Z	2	MN3	Illumina MiSeq	Zymo V3-V4	MN	3
Illumina_V3_V4_MN4	Illumina_V1_V2_Z4	0.771907961831492	Z4	Illumina MiSeq	Zymo V1-V2	Z	4	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V1_V3_Z2	0.784791825983164	Z2	Illumina MiSeq	PerkinElmer V1-V3	Z	2	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V3_V4_MN3	0.0685159146375327	MN3	Illumina MiSeq	Zymo V3-V4	MN	3	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V1_V2_MN3	0.746418767189173	MN3	Illumina MiSeq	Zymo V1-V2	MN	3	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	PacBio_V1_V9_MN1	0.799096848589395	MN1	PacBio Sequel IIe	PacBio V1-V9	MN	1	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_WGS_Z4	0.698884177588914	Z4	Illumina MiSeq	Illumina WGS	Z	4	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_WGS_I4	0.377983483603638	I4	Illumina MiSeq	Illumina WGS	I	4	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	ONT_V1_V9_I4	0.636453453080933	I4	ONT MinIon	ONT V1-V9	I	4	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V3_V4_Z2	0.376870935040194	Z2	Illumina MiSeq	Zymo V3-V4	Z	2	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	ONT_V1_V9_Z1	0.715231829431773	Z1	ONT MinIon	ONT V1-V9	Z	1	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	PacBio_V1_V9_I4	0.823235092140612	I4	PacBio Sequel IIe	PacBio V1-V9	I	4	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V1_V2_I4	0.784555311567612	I4	Illumina MiSeq	Zymo V1-V2	I	4	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V1_V3_Z3	0.651866257000317	Z3	Illumina MiSeq	PerkinElmer V1-V3	Z	3	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_WGS_I1	0.384376436528093	I1	Illumina MiSeq	Illumina WGS	I	1	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V1_V3_Q2	0.686553487205977	Q2	Illumina MiSeq	PerkinElmer V1-V3	Q	2	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V3_V4_MN4	0	MN4	Illumina MiSeq	Zymo V3-V4	MN	4	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V1_V2_Z2	0.764547123713465	Z2	Illumina MiSeq	Zymo V1-V2	Z	2	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_WGS_MN1	0.454631818570072	MN1	Illumina MiSeq	Illumina WGS	MN	1	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	ONT_V1_V9_I1	0.639820378305653	I1	ONT MinIon	ONT V1-V9	I	1	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V3_V4_I1	0.0777502348251624	I1	Illumina MiSeq	Zymo V3-V4	I	1	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V1_V2_I1	0.765497087406869	I1	Illumina MiSeq	Zymo V1-V2	I	1	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_WGS_Z2	0.674274786910489	Z2	Illumina MiSeq	Illumina WGS	Z	2	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_WGS_I3	0.382377285037074	I3	Illumina MiSeq	Illumina WGS	I	3	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_WGS_Z3	0.674016830870639	Z3	Illumina MiSeq	Illumina WGS	Z	3	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V1_V3_I3	0.686111826492051	I3	Illumina MiSeq	PerkinElmer V1-V3	I	3	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V3_V4_Z4	0.326367681684018	Z4	Illumina MiSeq	Zymo V3-V4	Z	4	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V3_V4_Z1	0.382276788788115	Z1	Illumina MiSeq	Zymo V3-V4	Z	1	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_WGS_I2	0.413449825617702	I2	Illumina MiSeq	Illumina WGS	I	2	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	PacBio_V1_V9_I2	0.817569540787553	I2	PacBio Sequel IIe	PacBio V1-V9	I	2	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	PacBio_V1_V9_Z4	0.776982077089967	Z4	PacBio Sequel IIe	PacBio V1-V9	Z	4	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V1_V3_Q1	0.740408982626705	Q1	Illumina MiSeq	PerkinElmer V1-V3	Q	1	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V1_V3_Z4	0.860076298920754	Z4	Illumina MiSeq	PerkinElmer V1-V3	Z	4	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V1_V2_MN4	0.763989617319118	MN4	Illumina MiSeq	Zymo V1-V2	MN	4	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V1_V3_I4	0.748728155939621	I4	Illumina MiSeq	PerkinElmer V1-V3	I	4	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	PacBio_V1_V9_Z1	0.782924418758367	Z1	PacBio Sequel IIe	PacBio V1-V9	Z	1	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V3_V4_I2	0.0902157522639173	I2	Illumina MiSeq	Zymo V3-V4	I	2	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V3_V4_Z3	0.372088434381068	Z3	Illumina MiSeq	Zymo V3-V4	Z	3	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	PacBio_V1_V9_Z2	0.767470604753889	Z2	PacBio Sequel IIe	PacBio V1-V9	Z	2	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	ONT_V1_V9_Z2	0.821182986918503	Z2	ONT MinIon	ONT V1-V9	Z	2	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	PacBio_V1_V9_I1	0.834621973504687	I1	PacBio Sequel IIe	PacBio V1-V9	I	1	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	PacBio_V1_V9_MN3	0.776309812733544	MN3	PacBio Sequel IIe	PacBio V1-V9	MN	3	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V1_V3_Q3	0.669757975915216	Q3	Illumina MiSeq	PerkinElmer V1-V3	Q	3	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	PacBio_V1_V9_MN2	0.756721845108418	MN2	PacBio Sequel IIe	PacBio V1-V9	MN	2	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	ONT_V1_V9_MN2	0.638720031081906	MN2	ONT MinIon	ONT V1-V9	MN	2	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V1_V3_MN1	0.740443986083562	MN1	Illumina MiSeq	PerkinElmer V1-V3	MN	1	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V3_V4_MN1	0.0615305955551922	MN1	Illumina MiSeq	Zymo V3-V4	MN	1	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V1_V2_Z1	0.732024868628596	Z1	Illumina MiSeq	Zymo V1-V2	Z	1	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V1_V3_MN3	0.756038141388101	MN3	Illumina MiSeq	PerkinElmer V1-V3	MN	3	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_WGS_Q1	0.793201046360695	Q1	Illumina MiSeq	Illumina WGS	Q	1	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	Illumina_V1_V3_I1	0.7696759112637	I1	Illumina MiSeq	PerkinElmer V1-V3	I	1	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	ONT_V1_V9_MN4	0.6686674300502	MN4	ONT MinIon	ONT V1-V9	MN	4	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
Illumina_V3_V4_MN4	ONT_V1_V9_I3	0.648119807364068	I3	ONT MinIon	ONT V1-V9	I	3	MN4	Illumina MiSeq	Zymo V3-V4	MN	4
